"Potential applied (V)","Time (s)","WE(1).Current (A)","WE(1).Potential (V)","Scan","Index","Q+","Q-","Current range","Overload"
"0.450439453125","153.49223561247","0.00064361572265625","0.4505615234375","1","604","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.452880859375","153.50200161244","0.00064361572265625","0.45306396484375","1","605","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.455322265625","153.51176761242","0.000640869140625","0.4554443359375","1","606","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.457763671875","153.5215336124","0.000635986328125","0.45791625976562","1","607","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.460205078125","153.53129961237","0.00063629150390625","0.46035766601562","1","608","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.462646484375","153.54106561235","0.000628662109375","0.46282958984375","1","609","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.465087890625","153.55083161232","0.000628662109375","0.4652099609375","1","610","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.467529296875","153.5605976123","0.00062286376953125","0.4676513671875","1","611","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.469970703125","153.57036361227","0.00061859130859375","0.4700927734375","1","612","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.472412109375","153.58012961225","0.00061676025390625","0.47256469726562","1","613","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.474853515625","153.58989561222","0.000609130859375","0.47500610351562","1","614","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.477294921875","153.5996616122","0.00060821533203125","0.47744750976562","1","615","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.479736328125","153.60942761217","0.00060089111328125","0.47991943359375","1","616","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.482177734375","153.61919361215","0.0005975341796875","0.48236083984375","1","617","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.484619140625","153.62895961212","0.00059356689453125","0.48480224609375","1","618","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.487060546875","153.6387256121","0.00058624267578125","0.4871826171875","1","619","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.489501953125","153.64849161207","0.000584716796875","0.48968505859375","1","620","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.491943359375","153.65825761205","0.00057647705078125","0.49212646484375","1","621","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.494384765625","153.66802361203","0.00057342529296875","0.49456787109375","1","622","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.496826171875","153.677789612","0.00056793212890625","0.4969482421875","1","623","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.499267578125","153.68755561198","0.0005615234375","0.49948120117188","1","624","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.501708984375","153.69732161195","0.00055908203125","0.50192260742188","1","625","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.504150390625","153.70708761193","0.00055084228515625","0.50433349609375","1","626","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.506591796875","153.7168536119","0.00054840087890625","0.50677490234375","1","627","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.509033203125","153.72661961188","0.00054168701171875","0.50918579101562","1","628","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.511474609375","153.73638561185","0.0005364990234375","0.51162719726562","1","629","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.513916015625","153.74615161183","0.00053314208984375","0.51409912109375","1","630","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.516357421875","153.7559176118","0.00052520751953125","0.51657104492188","1","631","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.518798828125","153.76568361178","0.0005230712890625","0.51898193359375","1","632","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.521240234375","153.77544961175","0.0005157470703125","0.52142333984375","1","633","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.523681640625","153.78521561173","0.00051177978515625","0.52386474609375","1","634","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.526123046875","153.7949816117","0.0005072021484375","0.52630615234375","1","635","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.528564453125","153.80474761168","0.00050018310546875","0.52871704101562","1","636","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.531005859375","153.81451361166","0.00049774169921875","0.53121948242188","1","637","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.533447265625","153.82427961163","0.00049136352539062","0.53363037109375","1","638","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.535888671875","153.83404561161","0.00048831176757813","0.53604125976562","1","639","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.538330078125","153.84381161158","0.00048294067382813","0.53854370117188","1","640","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.540771484375","153.85357761156","0.00047735595703125","0.54095458984375","1","641","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.543212890625","153.86334361153","0.0004744873046875","0.54336547851562","1","642","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.545654296875","153.87310961151","0.000467529296875","0.54583740234375","1","643","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.548095703125","153.88287561148","0.000465087890625","0.54833984375","1","644","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.550537109375","153.89264161146","0.00045919799804688","0.55068969726562","1","645","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.552978515625","153.90240761143","0.000454833984375","0.55322265625","1","646","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.555419921875","153.91217361141","0.00045150756835937","0.55560302734375","1","647","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.557861328125","153.92193961138","0.0004453125","0.55807495117188","1","648","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.560302734375","153.93170561136","0.00044305419921875","0.560546875","1","649","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.562744140625","153.94147161134","0.00043707275390625","0.56292724609375","1","650","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.565185546875","153.95123761131","0.00043377685546875","0.5654296875","1","651","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.567626953125","153.96100361129","0.00042987060546875","0.56784057617188","1","652","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.570068359375","153.97076961126","0.000424560546875","0.5703125","1","653","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.572509765625","153.98053561124","0.00042236328125","0.57272338867188","1","654","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.574951171875","153.99030161121","0.00041659545898437","0.57516479492188","1","655","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.577392578125","154.00006761119","0.00041409301757813","0.57757568359375","1","656","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.579833984375","154.00983361116","0.00040975952148437","0.58004760742188","1","657","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.582275390625","154.01959961114","0.00040545654296875","0.58251953125","1","658","0.0011514731168747","-0.0022339593410492","1 mA",""
