"Potential applied (V)","Time (s)","WE(1).Current (A)","WE(1).Potential (V)","Scan","Index","Q+","Q-","Current range"
"0.43197631835938","895.99473673783","-5.6243896484375E-7","0.43252563476562","1","1","0.0023415073752403","-0.016315127290785","1 µA"
"0.42953491210938","896.23887773721","-1.0360717773438E-6","0.42984008789062","1","2","0.0023415073752403","-0.016315127290785","1 µA"
"0.42709350585938","896.4830187366","-1.4828491210938E-6","0.42733764648438","1","3","0.0023415073752403","-0.016315127290785","1 µA"
"0.42465209960938","896.72715973598","-1.9161987304687E-6","0.42526245117188","1","4","0.0023415073752403","-0.016315127290785","1 µA"
"0.42221069335938","896.97130073537","-2.3681640625E-6","0.42242431640625","1","5","0.0023415073752403","-0.016315127290785","1 µA"
"0.41976928710938","897.21544173475","-2.8289794921875E-6","0.42034912109375","1","6","0.0023415073752403","-0.016315127290785","1 µA"
"0.41732788085938","897.45958273413","-3.297119140625E-6","0.41824340820312","1","7","0.0023415073752403","-0.016315127290785","1 µA"
"0.41488647460938","897.70372373352","-3.8330078125E-6","0.41510009765625","1","8","0.0023415073752403","-0.016315127290785","10 µA"
"0.41244506835938","897.9478647329","-4.351806640625E-6","0.41278076171875","1","9","0.0023415073752403","-0.016315127290785","10 µA"
"0.41000366210938","898.19200573228","-4.931640625E-6","0.4102783203125","1","10","0.0023415073752403","-0.016315127290785","10 µA"
"0.40756225585938","898.43614673167","-5.5511474609375E-6","0.4078369140625","1","11","0.0023415073752403","-0.016315127290785","10 µA"
"0.40512084960938","898.68028773105","-6.1981201171875E-6","0.40542602539062","1","12","0.0023415073752403","-0.016315127290785","10 µA"
"0.40267944335938","898.92442873043","-6.878662109375E-6","0.40301513671875","1","13","0.0023415073752403","-0.016315127290785","10 µA"
"0.40023803710938","899.16856972982","-7.6324462890625E-6","0.40054321289062","1","14","0.0023415073752403","-0.016315127290785","10 µA"
"0.39779663085938","899.4127107292","-8.4136962890625E-6","0.39813232421875","1","15","0.0023415073752403","-0.016315127290785","10 µA"
"0.39535522460938","899.65685172858","-9.28955078125E-6","0.3956298828125","1","16","0.0023415073752403","-0.016315127290785","10 µA"
"0.39291381835938","899.90099272797","-1.0208129882813E-5","0.393310546875","1","17","0.0023415073752403","-0.016315127290785","10 µA"
"0.39047241210938","900.14513372735","-1.1181640625E-5","0.39080810546875","1","18","0.0023415073752403","-0.016315127290785","10 µA"
"0.38803100585938","900.38927472674","-1.2261962890625E-5","0.388427734375","1","19","0.0023415073752403","-0.016315127290785","10 µA"
"0.38558959960938","900.63341572612","-1.3409423828125E-5","0.38595581054688","1","20","0.0023415073752403","-0.016315127290785","10 µA"
"0.38314819335938","900.8775567255","-1.4602661132813E-5","0.383544921875","1","21","0.0023415073752403","-0.016315127290785","10 µA"
"0.38070678710938","901.12169772489","-1.5936279296875E-5","0.381103515625","1","22","0.0023415073752403","-0.016315127290785","10 µA"
"0.37826538085938","901.36583872427","-1.7361450195313E-5","0.37863159179688","1","23","0.0023415073752403","-0.016315127290785","10 µA"
"0.37582397460938","901.60997972365","-1.8875122070313E-5","0.37628173828125","1","24","0.0023415073752403","-0.016315127290785","10 µA"
"0.37338256835938","901.85412072304","-2.0501708984375E-5","0.37384033203125","1","25","0.0023415073752403","-0.016315127290785","10 µA"
"0.37094116210938","902.09826172242","-2.2244262695313E-5","0.37136840820312","1","26","0.0023415073752403","-0.016315127290785","10 µA"
"0.36849975585938","902.3424027218","-2.4093627929688E-5","0.3690185546875","1","27","0.0023415073752403","-0.016315127290785","10 µA"
"0.36605834960938","902.58654372119","-2.6025390625E-5","0.3665771484375","1","28","0.0023415073752403","-0.016315127290785","10 µA"
"0.36361694335938","902.83068472057","-2.8158569335938E-5","0.36419677734375","1","29","0.0023415073752403","-0.016315127290785","10 µA"
"0.36117553710938","903.07482571996","-3.0404663085938E-5","0.36184692382812","1","30","0.0023415073752403","-0.016315127290785","10 µA"
"0.35873413085938","903.31896671934","-3.2876586914063E-5","0.35897827148438","1","31","0.0023415073752403","-0.016315127290785","100 µA"
"0.35629272460938","903.56310771872","-3.5104370117188E-5","0.35653686523438","1","32","0.0023415073752403","-0.016315127290785","100 µA"
"0.35385131835938","903.80724871811","-3.828125E-5","0.3541259765625","1","33","0.0023415073752403","-0.016315127290785","100 µA"
"0.35140991210938","904.05138971749","-4.0899658203125E-5","0.35171508789062","1","34","0.0023415073752403","-0.016315127290785","100 µA"
"0.34896850585938","904.29553071687","-4.3960571289063E-5","0.34921264648438","1","35","0.0023415073752403","-0.016315127290785","100 µA"
"0.34652709960938","904.53967171626","-4.7183227539063E-5","0.34683227539062","1","36","0.0023415073752403","-0.016315127290785","100 µA"
"0.34408569335938","904.78381271564","-5.0445556640625E-5","0.34439086914062","1","37","0.0023415073752403","-0.016315127290785","100 µA"
"0.34164428710938","905.02795371502","-5.3955078125E-5","0.34194946289062","1","38","0.0023415073752403","-0.016315127290785","100 µA"
"0.33920288085938","905.27209471441","-5.7647705078125E-5","0.3394775390625","1","39","0.0023415073752403","-0.016315127290785","100 µA"
"0.33676147460938","905.51623571379","-6.15234375E-5","0.33706665039062","1","40","0.0023415073752403","-0.016315127290785","100 µA"
"0.33432006835938","905.76037671317","-6.5582275390625E-5","0.33456420898438","1","41","0.0023415073752403","-0.016315127290785","100 µA"
"0.33187866210938","906.00451771256","-6.976318359375E-5","0.33218383789062","1","42","0.0023415073752403","-0.016315127290785","100 µA"
"0.32943725585938","906.24865871194","-7.427978515625E-5","0.3297119140625","1","43","0.0023415073752403","-0.016315127290785","100 µA"
"0.32699584960938","906.49279971133","-7.867431640625E-5","0.32723999023438","1","44","0.0023415073752403","-0.016315127290785","100 µA"
"0.32455444335938","906.73694071071","-8.343505859375E-5","0.32485961914062","1","45","0.0023415073752403","-0.016315127290785","100 µA"
"0.32211303710938","906.98108171009","-8.85009765625E-5","0.32247924804688","1","46","0.0023415073752403","-0.016315127290785","100 µA"
"0.31967163085938","907.22522270948","-9.3292236328125E-5","0.31997680664062","1","47","0.0023415073752403","-0.016315127290785","100 µA"
"0.31723022460938","907.46936370886","-9.8541259765625E-5","0.31759643554688","1","48","0.0023415073752403","-0.016315127290785","100 µA"
"0.31478881835938","907.71350470824","-0.00010382080078125","0.31509399414062","1","49","0.0023415073752403","-0.016315127290785","100 µA"
"0.31234741210938","907.95764570763","-0.00010934448242188","0.3126220703125","1","50","0.0023415073752403","-0.016315127290785","100 µA"
"0.30990600585938","908.20178670701","-0.00011483764648438","0.31024169921875","1","51","0.0023415073752403","-0.016315127290785","100 µA"
"0.30746459960938","908.44592770639","-0.00012039184570313","0.30780029296875","1","52","0.0023415073752403","-0.016315127290785","100 µA"
"0.30502319335938","908.69006870578","-0.00012600708007813","0.3052978515625","1","53","0.0023415073752403","-0.016315127290785","100 µA"
"0.30258178710938","908.93420970516","-0.0001317138671875","0.30288696289062","1","54","0.0023415073752403","-0.016315127290785","100 µA"
"0.30014038085938","909.17835070455","-0.00013739013671875","0.3004150390625","1","55","0.0023415073752403","-0.016315127290785","100 µA"
"0.29769897460938","909.42249170393","-0.00014309692382813","0.29800415039062","1","56","0.0023415073752403","-0.016315127290785","100 µA"
"0.29525756835938","909.66663270331","-0.0001488037109375","0.2955322265625","1","57","0.0023415073752403","-0.016315127290785","100 µA"
"0.29281616210938","909.9107737027","-0.00015444946289062","0.29312133789062","1","58","0.0023415073752403","-0.016315127290785","100 µA"
"0.29037475585938","910.15491470208","-0.00016000366210938","0.29071044921875","1","59","0.0023415073752403","-0.016315127290785","100 µA"
"0.28793334960938","910.39905570146","-0.00016558837890625","0.28829956054688","1","60","0.0023415073752403","-0.016315127290785","100 µA"
"0.28549194335938","910.64319670085","-0.00017095947265625","0.285888671875","1","61","0.0023415073752403","-0.016315127290785","100 µA"
"0.28305053710938","910.88733770023","-0.00017620849609375","0.28338623046875","1","62","0.0023415073752403","-0.016315127290785","100 µA"
